,tweet_id,text,retweet_count,favourite_count,followers_count,manual_sentiment
37,1428501187138134024,"🔥 SIGNAL #XVS #XVSUSDT :

➡ Buy At or Below 35.168

☑Target1= 35.398

☑Target2= 35.911

☑Target3= 36.435

⛔ Stop Loss= 34.495

⚠ Let's make some profits!

#HODL a little longer 🚀

#SPOT #区块链 #BTC

Become part of our VIP SIGNALS channel, PM ME! https://t.co/PRoam1qj2a",0,1,6620,
38,1428501135732711427,"two possible scenarios

#BTC https://t.co/hPoUIlvArS",0,0,52,
39,1428501100857073666,"@MXSpromos @WolfofCryptoBLV @InfinityTokenIO @elonmusk $GGG #AMA will be held this Friday at 3pm UTC you can win 5000 $GGG in the live stream!

👇👇👇👇👇👇👇
https://t.co/Bbbbdp3VjY

#BNB   #Binance                             #BTC   #BSCGems #SHIB #doge #Ethereum #WSG #ARGON 
#XRP #BSC @GGG_invest https://t.co/pwAl4A6Cjc",0,0,14,
40,1428501088794300418,@NengnyaGarr @coinkit_ #BTC yrhh,0,0,134,
41,1428501070876086273,"BTC looking like higher in the short term.

#BTC #Crypto #Elliottwave 

https://t.co/JiYNxtmkXg",1,0,24,
42,1428501048457670664,"@MattWallace888 $GGG #AMA will be held this Friday at 3pm UTC you can win 5000 $GGG in the live stream!

👇👇👇👇👇👇👇
https://t.co/Bbbbdp3VjY

#BNB   #Binance                             #BTC   #BSCGems #SHIB #doge #Ethereum #WSG #ARGON 
#XRP #BSC @GGG_invest https://t.co/zEfdtdOIYv",0,0,14,
43,1428501040853225474,"Buy Crypto With Your Credit Card / Fast Crypto Exchange 

https://t.co/GwaCvQyQbc 

#Bitcoin #BTC #ETH #XRP #Crypto 19:36 https://t.co/evE4Pt9Jdb",1,0,10273,
44,1428501035832811520,"#Binance Futures Liquidated on:
🔵 #BTCUSDT $202,841 @ 46,649 
🔴 #AXSUSDT $165,816 @ 71.9168 
🔵 #ADAUSDT $94,348 @ 2.37385 

#OKex Liquidated on:
🔵 #BTC-USD-SWAP $66,500 @ 46,785 

#cryptotrading https://t.co/RQMirsHfU6",0,0,2844,
45,1428500985182400520,"@ItsDogeCoin $GGG #AMA will be held this Friday at 3pm UTC you can win 5000 $GGG in the live stream!

👇👇👇👇👇👇👇
https://t.co/Bbbbdp3VjY

#BNB   #Binance                             #BTC   #BSCGems #SHIB #doge #Ethereum #WSG #ARGON 
#XRP #BSC @GGG_invest https://t.co/rVhHxOQC9n",0,0,14,
46,1428500957176942599,"Step 1: Buy #bitcoin when Schiff talks shit
Step 2: Pump btc until he admits his mistake
Step 3: Pump #btc more 
Step 4: Wait til Schiff admits he bought #bitcoin
Step 5: Take profits. Repeat https://t.co/VRjclkW9cC",0,0,174,
47,1428500914155962369,@deyonte_btc @brian_armstrong 75% #btc and 25% sats,0,2,1309,
48,1428500865858609158,"so many are speculating about $Fort.v and $HIVE
Merger/buyout/partnership 
Bottom line the sky is the limit.
#BTC #ESG",1,3,1753,
49,1428500860221509634,#BTC is now at $46591.69,1,0,11,
50,1428500850293592068,"As soon as #Bitcoin and alt coins start to go up. You will notice big names start to publish FUD stories. Will try to create doubts in your mind.

Remember thief will always try to create doubt or redirect your suspicion off of them.

Bitcoin is going no where but up.

#BTC",0,0,67,
51,1428500829368094720,Cardano is having a DANDY!  #ada #ATH #LFG #xrp #btc #eth,0,0,103,
52,1428500795230769158,"""#BTC to the moon, Generation 1"" #Yat #Yatvisualizer #NFTs UFOs are faster than rockets @whatsyouryat https://t.co/JXuCzIi9lB",0,0,59,
53,1428500783079755777,"#Binance Futures Liquidated on:
🔵 #BTCUSDT $204,143 @ 46,677 
🔴 #AXSUSDT $154,596 @ 71.9168 
🔵 #ADAUSDT $94,348 @ 2.37385 

#OKex Liquidated on:
🔵 #BTC-USD-SWAP $66,500 @ 46,785 

#cryptotrading https://t.co/RQMirsHfU6",0,0,2844,
54,1428500690427686915,The cryptocurrency world is so big now 😍😍🙌 #BTC #altcoin #antivax #fuckgov,0,0,484,
55,1428500686480846851,"Wow! 🤩 $HBAR #hbar 🥳

$BTC $BNB $ETH
#BTC ￼      #BNB ￼      #ETH #BSC 
#Altcoins #altcoinGems #BSCGems 
#altcoinnews #AltCoinSeason #Crypto #cryptocurrecy #CryptoNews https://t.co/I7HQhFwctU",0,0,26,
56,1428500589365899268,#ArtificialIntelligence #TRADING #ALTCOINS #BTC #vrx $vrx #matic $matic #btc   $btc #eth $eth #ada $ada #musk #money #ai #artificialintelligence #dot $dot #doge $doge #shiba $shiba #link #bnb $xrp #vet #sol #dex THE IOS APPLICATION IS OUT! THIS IS SO AWESOME 🤩@Verox_AICrypto ⬇️ https://t.co/nZMcwmI2jn,0,2,188,
57,1428500440652582913,"I just want to be a quintagigllionaire - is that so much to ask for? 

$LINK $ETH #BTC",0,0,703,
58,1428500431143989254,Who do you know that needs Bitcoin for Dummies? https://t.co/nR2wgCO5HE #trx #btc #etc #ltc # crypto,0,0,548,
59,1428500295982723072,"""#BTC Hieroglyph, Generation 0"" #Yatvisualizer #BTClover #Yat We all love #Bitcoin @whatsyouryat https://t.co/FL4xxajOPJ",0,0,59,
60,1428500246066176000,"$dash #crypto #btc #sh1tcoin

Think of beauty!!!
look at that RSI70 pump!  Down the elevator, up the stairs

this is a perfect lesson for anyone who wants to understand PA, and why they get stopped out abd things move inversely to logic if you are optimistic #asx #tsx #NYSE https://t.co/iPRmbW5Cvr",0,0,2124,
61,1428500219675693061,$peeps $shiba #SaitamaInuWolfPack #saitamainu #coinsbit #BTC #Ethereum #altcoin #defi #shiba #shibarmy #starlink #binance #coinbase #trade #xrp #finance #shibaswap #btc #success #hodl #binance #altcoin #crypto https://t.co/lyvQTokc55,0,2,22,
62,1428500206539116549,"In retrospect, it was inevitable. #Crypto #BTC #Xrp #relistXRP https://t.co/0aplofSD78",0,0,195,
63,1428500199178215428,"#BTC 
COINBASE BOARD APPROVED PURCHASE OF $500M OF CRYPTO: CEO",0,0,660,
64,1428500151803564038,"#AAVEBTC #AAVE #DEFI 
massive inverse h&amp;s in AAVE against #BTC https://t.co/9qG4EdijeW",0,1,156,
65,1428500024187629568,"[SCAN RESULTS - 15m - #BTC PAIR]

Binance top 5 bullish strength
1: $REQ
2: $FTT
3: $ALPHA
4: $QUICK
5: $NXS

Binance top 5 bullish reversal strength
1: $LRC
2: $IOST
3: $PHB
4: $GTO
5: $TCT

All results for free on https://t.co/vMSA8RwQ1G website!",0,1,63456,
66,1428499990561935365,"$SUSHI hit new ATH is gonna be epic 

#shushiusd #BTC",0,0,53,
67,1428499940058271749,"[SCAN RESULTS - 15m - KUCOIN]

KuCoin top 5 bullish trend (#BTC pair)
1: $AVA
2: $HTR
3: $VET
4: $COTI
5: $SXP

KuCoin top 5 bullish trend (#USDT pair)
1: $API3
2: $STND
3: $LOKI
4: $XCUR
5: $HTR

Ranking for KuCoin symbols not listed on Binance",0,6,63456,
68,1428499873742082053,"They pump shit, I dump shit.
I've been here too long and they're still excited.  👽🛸

See ya.  #BTC",0,0,19,
69,1428499865332502530,"PUMP IT ! ! !

#bitcoin #btc $btc #ethereum #eth $eth $bnb #binance #bsc #dogecoin $doge #polkadot $dot #crypto #cryptocurrency #cryptocurrencies #NFT #HODL #DeFi #CryptoTwitter #stonks #stockmarket #wallstreetbets #WSB #coinbase #CryptoNews https://t.co/fVTibWhtuF",2,6,4310,
70,1428499836731527168,@ashwsbreal I would use 5000 to purchase #doge #klv #trx #BTC #DVK  #ETH #USDtether  #kfi thereby putting myself on path to have financial freedom for firstly my family and then for myself.,0,0,456,
71,1428499778799693825,"@BitrueOfficial i will choose #BTC as my lover. because the price increases every year like my love for him 😂maybe if asked to choose a mistress I would choose BTR, young age, prices continue to increase, solid community, and have their own exchange. very fitting to hide from the first wife 😂",0,0,254,
72,1428499741474754562,@hanya_aby Cryptocurrencies are brewing Cultists in fiction #ETH #BTC #cryptotrading #crypto #elonmusk #Doge #XRP #USDT #DOT #USDC #ICP #cryptocrash,0,0,27,
73,1428499736240214017,#BTC Drop coming around the 22-23rd. Alts will take a small hit. Video explains all. #Crypto $THETA $TFUEL $XRP,0,0,260,
74,1428499733102796802,Finally made it! my #BTC #RVN #ETH have made for me…so excited what #Jejudoge will bring to my next collection 🔥💎💎💎💎💎🔥 more vids to come stay tune #Maserati #granturismo https://t.co/8yZezXyCFu,0,0,87,
75,1428499592111394818,I’m up fifty smackers from coming home from work 7 hours ago and falling asleep on sofa after tea #crypto is hard work haha 😛 #ADA $ADA #XRp #BTc,0,0,9,
76,1428499542794809344,"Should The Bitcoin “Dust Limit” Be Removed
#btc #xrp #newcryptocurrency #SmartContracts #dapp #alltimehigh #moon #dash
https://t.co/FrpxpUQlTY",0,0,101,
77,1428499540689231873,"$TSLA winnings of initial #BTC investment🙌

$446403729 (33.07 %) (Realized: 272 M)
(Estimating an average buy price of $35000/BTC with now 38,700 BTC holdings $BTCUSD)
#Tesla #Bitcoin #crypto",0,0,1365,
78,1428499538101276681,"#Bitcoin price in US Dollar #BTC $usd #BTCUSD $XBT #xbtusd 
BTC Price Now : 46,551.79$ USD 
Avg Last Hour : 46,592.01$ 
Avg 24 Hours : 45,174.85$ 
24h Change : 3.54% 
24h Low : 44,032.17$ 
24h High : 46,929.54$
More information here https://t.co/PWwAp4BXM0 https://t.co/hsrjYhqMg1",0,0,282,
79,1428499533512724484,"Coinbase CEO says the board of directors has authorized the acquisition of $500 million in cryptocurrency! 

#BTC #Coinbase #Bullish",0,1,217,
80,1428499525602263046,"#Binance Futures Liquidated on:
🔴 #BTCUSDT $900,731 @ 47,011 

#BitMex Liquidated on:
🔴 #XBTUSD $558,200 @ 46,846 

#FTX Futures Liquidated on:
🔴 #BTC-PERP $366,674 @ 46,887 
🔴 #ETH-PERP $223,445 @ 3,184.50 

#cryptotrading https://t.co/RQMirsHfU6",0,0,2844,
81,1428499520111919104,"Amazon's recent Blockchain job postings have sparked some crazy speculations.

&gt;https://t.co/t8nwrEo2Cg

 #crypto #bitcoin #cryptocurrency #blockchain #btc #eth #blockchaintechnology #bitcoinnews #blockchainjobs #AmazonInCrypto #cryptopayments https://t.co/gJtkDnonKF",0,0,53,
82,1428499479926243335,"@souljaboy can you reiterate for the people with your influence, that buying #btc isn’t about making it losing money. That it’s about it’s principle, freedom, and a ticket to the revolution.  You can buy it for $1 and if everyone did, it’d be a big message to big brother 🙏",0,0,89,
83,1428499293027979264,@MiniDOGEToken #minidoge #dogecoin #btc #eth #doge #games #android #apple #candycrush #crypto #bitcoin #bullrun #bitcoin #Binance #cryptocurrency #Huobi #coinmarketcap #dogecoinTo the moooooon,0,1,163,
84,1428499267740708868,#ADA @Cardano to the moon !!! 🚀🚀 #btc #ethereum #blockchain #crypto #cryptocurrency,0,0,221,
85,1428499165399584770,#btc #비트코인 #harmonic try short. https://t.co/99s9lPc4Li,0,0,176,
86,1428499108734644225,"Potential trade signal:

One touch trade: #BTC from BitBitCrypto's Tweets with Lazy Trade

🚀 https://t.co/TK7nLMSydV 🚀

https://t.co/1FJgEr1EcW https://t.co/B02ApIs1GF",0,0,130,
87,1428499108243800073,"@BTCGandalf I will be keeping mine until Peter Schiff capitulates and adds his.

Which should be around #BTC @ $400k",0,0,1016,
88,1428498979562602496,"Are you allowed to be paid in Bitcoin in Canada? 
#BTC #Bitcoin",0,0,103,
89,1428498864034754560,@theRealKiyosaki Join us on TG 👉 https://t.co/gis9IbymNz       #Airdrop #SAFEMOON #Bitcoin  #BTC  #AirdropCrypto #airdropalert #airdropalert #airdropalert #Bitcoin  #Airdrop #cryptocurrency #dogecoin #giveway #giveway #AirdropCrypto #airdropalert #Bitcoin,0,2,209,
90,1428498822330732553,"United Wholesale Mortgage will accept bitcoin, other cryptocurrency #BItcoin #Litecoin #News #Wow #Twitter #BTC #LTC #ADA #ETH #DNT #HUGE  https://t.co/dPa4IwXlJF",0,0,1148,
91,1428498806971187201,"#Airdrop: XOM Plusar

#Airdrop pool:  5,000$ valued XOM

👉Referral: 10 stakes + 3 stakes/invite

👍Distribution Date: 20th, Aug

🔥Join now:
https://t.co/Q6Voc1sOqf 

#BSC #Airdrops #BinanceChain #BTC",0,0,222,
92,1428498763950219272,"Do something drastic, cut the plastic!

Get up to 2750$ in #CRB #Crypto coins just by taking a photo of yourself #recycling. For more details, check @Convert_Carbon #CryptoNews #Cryptocurency #BTC #BNB #ERC20 #ETH #ContestAlert 
#fridaymorning #Giveaways #GIVEAWAYALERT",0,0,478,
93,1428498741678465024,"#UTXO update on #BTC: pink shows the newly added #onchain support in the past 30 days

The massive accumulation in $44-46k is unreal

The good: $44k may become the floor &amp; strong support #Bitcoin won't go below it again

The bad: if $44k support is lost, becomes strong resistance https://t.co/rtqPEyTlMe",1,4,4393,
94,1428498720488841224,no trade: #BTC price is 34146 at time 08/20/21 - 00:26:49,0,0,1520,
95,1428498679321739266,"#PEEPS is getting ready for a breakout! please, get in NOW before we really take off! DO NOT be the one missing out. @ThePeoples_Coin 

Join the telegram family. We are all a big family. https://t.co/km7Kw4g53P
 
#PEEPS IS NEXT! #shiba #SHIBARMY #btc #ADA #BabyDoge #dogecoin #BNB https://t.co/bD4eKDdVxF",0,0,26,
96,1428498663458942976,Cryptocurrencies are projecting panties in movies #ETH #BTC #cryptotrading #crypto #elonmusk #Doge #XRP #USDT #DOT #USDC #ICP #cryptocrash,0,0,27,
97,1428498641862418435,"https://t.co/aKCVGc5yqi Darknet #Bitcoin Mixer Operator Bust, Judge Says Bitcoin Is Money https://t.co/byYQrhrIpO #ethereum #LightningNetWork #btc",0,0,77299,
98,1428498593565003776,"$DASH volume boost!
93 times the average volume in #DASH to #BTC pair (Binance) 😯
Net 1 min volume: +11.33 BTC  #crypto
24h Vol: 175.71 BTC https://t.co/T0qVk1FgSy",1,4,23327,
99,1428498539538227205,"To me the 2 decades long #SPX500 chart looks like the peak of 2017 #Bitcoin bull run chart at its peak!!!!!!

Is a recession coming soon? All the more reason to #HODL #BTC and other strong #crypto. https://t.co/ac2EXtrKdi",1,1,621,
100,1428498524543479808,Cardano bout to blow through its ath!! Letsss gooooo! #ada #cardano #btc #eth #vechain,0,0,6,
101,1428498452602757120,"@BustaRhymes and @souljaboy finna make #bitcoin part of the culture 👏🏼 

Wait til the drillers drop #BTC in their lyrics 🧱",0,0,4081,
102,1428498399410544640,Pornhub Embraced Bitcoin. Why Didn't OnlyFans? https://t.co/zZesirwCer #Technology #BTC #ETH,0,1,6068,
103,1428498378489536513,"Funny how all the posts, comments and videos of a Rising Wedge have disappeared - never trust these influencers #BTC",0,0,11,
104,1428498344142385162,"@TheApeBilly A gem with tremendous potential for privacy and security is #deepOnion. 
@GetDeepOnion

$ONION #OnionArmy #OnionPrivacy #PrivacyMatters #TOR #security #privacy #anonymity #ethereum #eth #tron #ripple #doge #btc #crypto",0,1,20,
105,1428498326509469699,#BTC make or break time https://t.co/tl1aoWCbL5,0,1,339,
106,1428498325368623104,#btc targets 45000✅-46000✅-47000✅-48000 https://t.co/TXfUNKMmAQ,0,1,3000,
107,1428498301624610823,these are some supply zone at #BTC $BTC i mean it cant go in straight line🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️ https://t.co/C2XQHbeWpY,0,0,83,
108,1428498185173966851,"I think #dock took my advice seriously. 

#btc #crypto https://t.co/yCx3RWLB63",0,0,455,
109,1428498153532239884,This is big for #Coinbase and for #Crypto #BTC as well https://t.co/8a9DTIZoEt,0,0,39,
110,1428498141574311939,#BTC is now at $46578.61,0,0,11,
111,1428498117448589321,"Fiat and #Bitcoin, ONLY one will win. I stand with #BTC.💪🏾💪🏾💪🏾 https://t.co/XKJ0aFIlKD",0,0,92,
112,1428498110678925314,"The market situation at hand is something to really ponder on..
#btc #doge",0,0,5,
113,1428497952784453638,Digital Currencys are unstopable !!!  #ripple #XRP #Bitcoin #btc #Ether #ethereum #crypto #cryptocurrency #money #ico https://t.co/9hC7MJV1EK,0,1,227,
114,1428497950142042119,@business #BTC $BTC #Bitcoin #BTC and #Altcoins #cryptocurrency #Cryptocurrencies solves all of that,0,1,475,
115,1428497694637625346,"BEST &amp; NICE PROJECT

#BAT #Presale #IDO #ICO #BinanceSmartChain #Binance #BTC #Bitcoin #ElonMusk #Crypto #cryptocurrency

@Alan09161543 
@hasanmohammadi 
@rastin_farzad 
@Jaber93800763 
@Fereshte6965 
@mammad981 https://t.co/PKDszL3Pc4",0,3,809,
116,1428497659162243074,"If you are wondering why #BTC (and the rest of the market) stopped where it did, check out the 2 minute video I posted earlier today. Let's push it through!! You can see it here too!  

https://t.co/PKmp5rmjp1",0,4,1952,
117,1428497478869942273,#Doge and #BTC moving pretty flat with some action on #Dogecoin.  DOGEBEAR2021 is at 8.5 and DOGEBULL is getting increased volumes to the sell side.  #DogeFam #DogeHouse #Dogearmy,3,16,7679,
118,1428497464340979712,"""If you really wanna party with me...#BTC where my eyes can see 🚀"" https://t.co/Tj1ngDMXV8",0,0,1997,
119,1428497424499109892,"#BTC Derivs Sheet (Tweet every 15 min.)
CME Delayed (10 min)
GS Delayed (15 min) and OI = SHARES OUT https://t.co/jrSRq9GFF4",0,0,30873,
120,1428497411647885316,LINK__Link   |CRYPTO |THE RISING MARKET___   #ICX   #BTC   #ZEC   #BTC   #ETC   #SELL   #EWBTC   #NOW   #LRC   #UNİSWAP      8,0,0,2,
121,1428497404723036162,"Buy BTC With Your Credit Card / Fast Crypto Exchange 

https://t.co/GwaCvQyQbc 

#Bitcoin #BTC #ETH #XRP #Cryptocurrency 19:21 https://t.co/ijCplYrfA8",0,1,10273,
