tweet_id,text,retweet_count,favourite_count,followers_count,manual_sentiment,processed_text,polarity,sentiment
1427758152519405577,"Have you tried Shakepay? Sign up with my link and we'll each get $10 to buy crypto:
https://t.co/JjA1r3tJVP #eth #btc #bitcoin #tothemoon",0,0,129,,tri shakepay sign link get 10 buy crypto http co jja1r3tjvp eth btc bitcoin tothemoon,0.0,Neutral
1427758151147868173,"@cryptot81124402 #Bitcoin                    

I feel like bulls are still in control here. I'm holding swing and scalp longs targeting 60k+.

Following @YowSoNizze tweets, prediction and tips, I’ve learnt a lot and I don’t mind investing 90% of my income in #btc                   

Follow Her",0,0,43,,cryptot81124402 bitcoin feel like bull still control hold swing scalp long target 60k follow yowsonizz tweet predict tip learnt lot mind invest 90 incom btc follow,-0.05,Negative
1427758075700645891,This will be the future one day for a free society #BTC https://t.co/XPs0PbSkDX,0,0,208,,futur one day free societi btc http co xps0pbskdx,0.4,Positive
1427758038958501889,"⬆️⬆️ $BTC BUYING PRESSURE ALERT 📈 Price trading around 44601
          🎵 powered by https://t.co/PXPhJJ4xqa 🗣️ #Bitcoin #crypto #BTC",0,0,2781,,btc buy pressur alert price trade around 44601 power http co pxphjj4xqa bitcoin crypto btc,0.0,Neutral
1427758038543486980,#BTC is now at $44635.99,0,0,7,,btc 44635 99,0.0,Neutral
1427757907228102657,"🐋
321 #BTC (11.241.274 USD) will be transfered from unknown wallet to unknown address (never used before)

https://t.co/F52PJZv2HH
#bitcoin",0,0,403,,321 btc 11 241 274 usd transfer unknown wallet unknown address never use http co f52pjzv2hh bitcoin,-0.1,Negative
1427757884390137857,"Update Pullback needed, Tons of support… The channels are Good #btcstarburst #Ethereum #Chainlink #vechain #BNB  #vgx #xrp #Crypto #cryptocurrecy #cryptotrading #CryptoNews #Coinbase #ADA #AltCoinSeason DCA Safely!! #BTC  always goes up!! https://t.co/qf8yuHUM6o",0,0,57,,updat pullback need ton support channel good btcstarburst ethereum chainlink vechain bnb vgx xrp crypto cryptocurreci cryptotrad cryptonew coinbas ada altcoinseason dca safe btc alway go http co qf8yuhum6o,0.6,Positive
1427757882037112840,"@pepeinuu This silence will follow a loud scream :) 
#altcoin #binance #BTC #cryptocurrency #DeFi #BabyDogecoin #dogearmy #dogecoin #Ethereum #EthereumMax  #EverRise #kishu #KishuArmy #safemoon #NFT #NFTCommunity #opensea #rarible #hicetnunc #MillionToken #EtherRock #cryptopunks https://t.co/xqsIBwbScM",0,3,233,,pepeinuu silenc follow loud scream altcoin binanc btc cryptocurr defi babydogecoin dogearmi dogecoin ethereum ethereummax everris kishu kishuarmi safemoon nft nftcommun opensea raribl hicetnunc milliontoken etherrock cryptopunk http co xqsibwbscm,0.1,Positive
1427757845685182476,"#Smartkey with #Orange hmm that's might by huge partnership as well? What do you think ? And yeah, they are just about to announce road map rof 2021.
#skey same same like #Vra so much undervalued.#altcoinseason2021 #blockchain #Cryptomaniac #Cryptoholic #btc #blockchain #crypto https://t.co/DPWhv2NIlD",0,0,18,,smartkey orang hmm might huge partnership well think yeah announc road map rof 2021 skey like vra much undervalu altcoinseason2021 blockchain cryptomaniac cryptohol btc blockchain crypto http co dpwhv2nild,0.30000000000000004,Positive
1427757801993121803,$BTC just random looking at #btc  weekly chart.. would be very bullish price comeback &amp; retested lows again😝😂 but it would make a nice double bottom and most MA’s could catch up.. so we can move higher again may not happen just an idea.. Crypto All Day.. #bitcoin https://t.co/MmdQE9Lo3t,0,0,195,,btc random look btc week chart would bullish price comeback amp retest low would make nice doubl bottom could catch move higher may happen idea crypto day bitcoin http co mmdqe9lo3t,0.0875,Positive
1427757755151040520,New hourly candle. #btc #bnb #cryoto #Solana https://t.co/sXMxwmtA8S,0,0,35,,new hour candl btc bnb cryoto solana http co sxmxwmta8,0.13636363636363635,Positive
1427757696514723840,"Saitama Inu Explained: The INSANE #Crypto Outperforming #BTC, #ETH &amp; #Dogecoin  MUST WATCH ✅✅  https://t.co/cyyCreY5Tw via @YouTube
#ada #Solana  #shib #Doge #nano #holo #altcoins #HODL #buy #saita #SaitamaInuWolfPack",0,1,386,,saitama inu explain insan crypto outperform btc eth amp dogecoin must watch http co cyycrey5tw via youtub ada solana shib doge nano holo altcoin hodl buy saita saitamainuwolfpack,0.0,Neutral
1427757629447753728,"Crypto Exchange https://t.co/ZAoEy12S5Q Hires Former Financial Regulator – Exchanges
#CryptoNews #Bitcoin #BTC #ETC #Crypto
https://t.co/lmYN3Q0lL6",0,0,10,,crypto exchang http co zaoey12s5q hire former financi regul exchang cryptonew bitcoin btc etc crypto http co lmyn3q0ll6,0.0,Neutral
1427757599617781761,"This is huge. @VitalikButerin, founder of #Ethereum, is now on the Advisory Board of the Dogecoin Foundation. 

#DogecoinToTheMoon
#dogearmy
#doge $ETH #dogecoin #btc https://t.co/t0EDO6D21v",1,2,1100,,huge vitalikbuterin founder ethereum advisori board dogecoin foundat dogecointothemoon dogearmi doge eth dogecoin btc http co t0edo6d21v,0.4000000000000001,Positive
1427757564209422339,"Bloodbath once again $btc #btc #Bitcoin 

#cryptocurrency #Cryptoart",0,1,121,,bloodbath btc btc bitcoin cryptocurr cryptoart,0.0,Neutral
1427757550720610305,"#BTC Derivs Sheet (Tweet every 15 min.)
CME Delayed (10 min)
GS Delayed (15 min) and OI = SHARES OUT https://t.co/tZc6FSAr7Q",0,0,30796,,btc deriv sheet tweet everi 15 min cme delay 10 min g delay 15 min oi share http co tzc6fsar7q,0.0,Neutral
1427757486073737221,#Cudos #cudos  getting ready to go to the sky 🌌 #cudos #btc #trtl #vra #VRA #VRA #VRA #ROOBEE #ROOBEE,0,0,7,,cudo cudo get readi go sky cudo btc trtl vra vra vra vra roobe roobe,0.0,Neutral
1427757481405595650,"@CornDeFi Great project, check it out guys @Mamoudinijad @olapeyrolerie 

YieldFarming #Airdrop #PancakeSwap #BTC #Binance #BNB #BSC #cryptocurrency #DeFi "".",0,0,714,,corndefi great project check guy mamoudinijad olapeyroleri yieldfarm airdrop pancakeswap btc binanc bnb bsc cryptocurr defi,0.8,Positive
1427757410106630147,@mikeharrisNY Through #hg  reserves converted in #btc taleban buy DOTM call to create a gamma squeeze of #spx because they always have an eye on GEX and Vanna🤣🤣🤣🤣🤣🤣🤣🤣🤣it's always so simple! They also talk with Ken and Larry to figure out what to do in the dark pool with exotic opts,0,2,1934,,mikeharrisni hg reserv convert btc taleban buy dotm call creat gamma squeez spx alway eye gex vanna alway simpl also talk ken larri figur dark pool exot opt,-0.15,Negative
1427757405186658305,"Buy BTC With Your Credit Card / Fast Crypto Exchange 

https://t.co/GwaCvQyQbc 

#Bitcoin #BTC #ETH #XRP #Cryptocurrency 18:21 https://t.co/ryoB1bPGxh",0,0,10275,,buy btc credit card fast crypto exchang http co gwacvqyqbc bitcoin btc eth xrp cryptocurr 18 21 http co ryob1bpgxh,0.2,Positive
1427757405031575553,"it started.. already $600mln worth of #BTC  and $900mln of #ETH futures contracts being closed out in the past 3days... and just in the last 24hr, $466mln of various #crypto futures being liquidated. So if like me, you've been taking some partials along the way up, take",0,2,684,,start alreadi 600mln worth btc 900mln eth futur contract close past 3day last 24hr 466mln various crypto futur liquid like take partial along way take,-0.010000000000000004,Negative
1427757337851351048,"Make sure to take sometime off every now and then to relax/unwind/destress. Team #Maestro is always on finding #BSCGems and other #memecoins on multiple #blockchains for you guys! 🙏🙏🚀

🥁🥁SOUND ON🥁🥁

#Binance #Ethereum #DeFi #Crypto #altcoin #BTC #FairLaunch #presale #gems https://t.co/mzLTc6Ok8A",1,5,14059,,make sure take sometim everi relax unwind destress team maestro alway find bscgem memecoin multipl blockchain guy sound binanc ethereum defi crypto altcoin btc fairlaunch presal gem http co mzltc6ok8a,0.45,Positive
1427757305177780226,"#Coinbase #crypto #trading - 
15:20:42 PST
1. #BTC / #Bitcoin - Buy %: 67 - Sell %: 33 - AVG Hold: 81 Days
2. #ETH - Buy %: 67 - Sell %: 33 - AVG Hold: 78 Days
4. #GRT - Buy %: 16 - Sell %: 84📉 - AVG Hold: 16 Days
5. #ADA - Buy %: 70📈 - Sell %: 30 - AVG Hold: 73 Days",0,0,1018,,coinbas crypto trade 15 20 42 pst 1 btc bitcoin buy 67 sell 33 avg hold 81 day 2 eth buy 67 sell 33 avg hold 78 day 4 grt buy 16 sell 84 avg hold 16 day 5 ada buy 70 sell 30 avg hold 73 day,0.0,Neutral
1427757256376995847,@francispouliot_ $100k makes no sense. 1 #btc = 1 #btc !,0,0,411,,francispouliot_ 100k make sens 1 btc 1 btc,0.0,Neutral
1427757196167745546,"Prices with 24h % change
#USDT #BTC #ETH #CTK #DATA #ALPACA #AUDIO #Binance

$BTC $44693.68 (-3.41%)
$ETH $3015.44 (-5.67%)

Noticeable Movers
$CTK $1.8275 (14.66%)
$DATA $0.16334 (14.93%)
$ALPACA $1.413 (22.32%)
$AUDIO $3.0034 (24.12%)

Which #crypto would you buy?",0,0,54,,price 24h chang usdt btc eth ctk data alpaca audio binanc btc 44693 68 3 41 eth 3015 44 5 67 notic mover ctk 1 8275 14 66 data 0 16334 14 93 alpaca 1 413 22 32 audio 3 0034 24 12 crypto would buy,0.0,Neutral
1427757174311239683,Take off or Dive..Enjoy the ride! #BTC,0,0,11,,take dive enjoy ride btc,0.4,Positive
1427757167004823555,"Well it was coming #btc. Get your shorts out, its #crypto winter. #botcoin https://t.co/BtxsIyqOKg",0,0,3,,well come btc get short crypto winter botcoin http co btxsiyqokg,0.0,Neutral
1427756992643350534,"Coming soon

#bitcoin   👑

$120.000 💵💵💵💵💵💵💵🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀

#BTC #Hollywood  #usa  #texas  #Washington   #yahoo  #crypto  #cryptocurrency https://t.co/xUkeNiOTG9",0,2,17,,come soon bitcoin 120 000 btc hollywood usa texa washington yahoo crypto cryptocurr http co xukeniotg9,0.0,Neutral
1427756978873376769,"#Btc #Crypto 🐻🐨s coming out again—-just to get trapped, again! 

☠️! https://t.co/WIzCAob1S2",0,0,1487,,btc crypto come get trap http co wizcaob1s2,0.0,Neutral
1427756949467193348,"If too late dont enter as it may start dumping #DATA #DATABTC 

#BTC #ビットコイン #инвестиции #биткойн
Join Our PREMIUM SIGNALS channel NOW, PM ME!",0,1,2633,,late dont enter may start dump data databtc btc ビットコイン инвестиции биткойн join premium signal channel pm,-0.3,Negative
1427756861747458048,"Very Bullish on #Bitcoin Pay Attention With #Bitcoin 👇👇👇👇

I Hope Americans and the Rest of the World Stack #Bitcoin SATS Before #BTC Becomes the Standard

#BTC #XRP #ETH #BCH #LTC #ADA #ZEC #BTT #TRX #LOOM #BAT #PUNDIX #ETN #BNB #XVG #POWR #ARK #DCN #PAC 

DYOR NFA https://t.co/zErO5is3pK",2,2,707,,bullish bitcoin pay attent bitcoin hope american rest world stack bitcoin sat btc becom standard btc xrp eth bch ltc ada zec btt trx loom bat pundix etn bnb xvg powr ark dcn pac dyor nfa http co zero5is3pk,0.0,Neutral
1427756857175674887,"@surferjimw @bitcoinbekka This thread was “bitcoin” 
lovers if #btc bend the constraints of reality 🧡✊",0,0,386,,surferjimw bitcoinbekka thread bitcoin lover btc bend constraint realiti,0.0,Neutral
1427756824460070912,@halfin is the most underrated person in 'crypto' and #BTC,0,0,242,,halfin underr person crypto btc,0.0,Neutral
1427756762514460673,"#Airdrop: XOM Plusar

#Airdrop pool:  5,000$ valued XOM

👉Referral: 10 stakes + 3 stakes/invite

👍Distribution Date: 20th, Aug

🔥Join now: https://t.co/O1LX5H9sHV 

#BSC #Airdrops #BinanceChain #BTC",0,0,0,,airdrop xom plusar airdrop pool 5 000 valu xom referr 10 stake 3 stake invit distribut date 20th aug join http co o1lx5h9shv bsc airdrop binancechain btc,0.0,Neutral
1427756720030420999,"@JabierRazak Excellent tip, JR! #NicoleOnBitcoin #BTC #ETH $LIFE #LifeCrypto",0,0,5500,,jabierrazak excel tip jr nicoleonbitcoin btc eth life lifecrypto,0.0,Neutral
1427756716247109632,🐻 market confirmed. #crypto #btc,0,1,66,,market confirm crypto btc,0.0,Neutral
1427756689537867783,"@Cocochaneladair So true

#dogecoin #btc #SHIB #Ethereum #XRP #Matic #Polkadot",0,1,23,,cocochaneladair true dogecoin btc shib ethereum xrp matic polkadot,0.35,Positive
1427756665378590728,"My Crypto Portfolio 💼 as of today! It can change anytime tho!!
#BTC #Ethereum #XLM #XRP #BAT #DENT #Holochain #NANO #TRX https://t.co/AkawaCr46o",0,0,33,,crypto portfolio today chang anytim tho btc ethereum xlm xrp bat dent holochain nano trx http co akawacr46o,0.0,Neutral
1427756603013435396,#ROOBEE #ROOBEE #ROOBEE to the mooooooon #must #BTC #cryptocurrency,0,0,7,,roobe roobe roobe mooooooon must btc cryptocurr,0.0,Neutral
1427756589453348867,Fucking #btc fuders,0,1,466,,fuck btc fuder,-0.4,Negative
1427756548043022338,"[SCAN RESULTS - 15m - #BTC PAIR]

Binance top 5 bullish strength
1: $WNXM
2: $QNT
3: $BOND
4: $ACM
5: $ATM

Binance top 5 bullish reversal strength
1: $FIS
2: $MKR
3: $DASH
4: $PIVX
5: $MTL

All results for free on https://t.co/vMSA8RwQ1G website!",0,0,63283,,scan result 15m btc pair binanc top 5 bullish strength 1 wnxm 2 qnt 3 bond 4 acm 5 atm binanc top 5 bullish revers strength 1 fis 2 mkr 3 dash 4 pivx 5 mtl result free http co vmsa8rwq1g websit,0.4666666666666666,Positive
1427756500244738056,#BTC ⤵️42800 ohh shhtt https://t.co/AlIfPmWUou,0,0,29,,btc 42800 ohh shhtt http co alifpmwuou,0.0,Neutral
1427756492640358417,'Wen Bitcoin ETF?' Galaxy Digital latest to file for a Bitcoin Futures Exchange Traded Fund. #btc #etf  Stockhead article &gt; https://t.co/tTL3KhrJ4z https://t.co/DhlZUnR8T7,0,0,14027,,wen bitcoin etf galaxi digit latest file bitcoin futur exchang trade fund btc etf stockhead articl gt http co ttl3khrj4z http co dhlzunr8t7,0.5,Positive
1427756419659538445,"[SCAN RESULTS - 15m - KUCOIN]

KuCoin top 5 bullish trend (#BTC pair)
1: $SUKU
2: $WBTC
3: $CRPT
4: $KDA
5: $APL

KuCoin top 5 bullish trend (#USDT pair)
1: $EOS3S
2: $BTC3S
3: $VET3S
4: $ETH3S
5: $ADA3S

Ranking for KuCoin symbols not listed on Binance",2,1,63283,,scan result 15m kucoin kucoin top 5 bullish trend btc pair 1 suku 2 wbtc 3 crpt 4 kda 5 apl kucoin top 5 bullish trend usdt pair 1 eos3 2 btc3s 3 vet3 4 eth3 5 ada3 rank kucoin symbol list binanc,0.06666666666666665,Positive
1427756258744881153,Why The Bitcoin ETF The SEC Might Approve Is “Inferior” https://t.co/WVBZzOiLkb https://t.co/5SJgk0QyFk 🤑 #Crypto #Trading #BTC,4,0,227,,bitcoin etf sec might approv inferior http co wvbzzoilkb http co 5sjgk0qyfk crypto trade btc,-0.1,Negative
1427756227048747017,.@betfury_gaming .@betfury_de 💸 Earn free #BTC and multiply crypto up to 15% monthly with @betfury BOXes 📦 Enjoy the easy way to get cryptocurrency! Real rewards every 20 min 💥 📈 Referral Bonuses 35% https://t.co/iUr1T62vOa #betfurysuccess,0,0,51,,betfury_gam betfury_d earn free btc multipli crypto 15 month betfuri box enjoy easi way get cryptocurr real reward everi 20 min referr bonus 35 http co iur1t62voa betfurysuccess,0.3333333333333333,Positive
1427756209558499330,"@cryptorecruitr Quick explanation: #BTC dropped, so does #ETH and #ADA",0,0,273,,cryptorecruitr quick explan btc drop eth ada,0.3333333333333333,Positive
1427756173927665667,I remember when I thought crypto was a foot problem. Turns out it’s a fiat problem #btc,0,0,11,,rememb thought crypto foot problem turn fiat problem btc,0.0,Neutral
1427756136204275721,"Cryptocurrency gets another little nudge. #crypto #BTC #cryptocurrency #retail
https://t.co/AEkmroFz9O https://t.co/ssxDSn0Ujy",0,0,372,,cryptocurr get anoth littl nudg crypto btc cryptocurr retail http co aekmrofz9o http co ssxdsn0uji,0.0,Neutral
1427756124279742466,"I've used every bit of my 3 decades of experience in financial (and rigged) markets to try to understand why #BTC follows EVERY ETH tick, 24/7, and cannot fathom why - or how algos have been programmed to control it. Even more baffling, is that NO ONE else mentions it.",0,1,18653,,use everi bit 3 decad experi financi rig market tri understand btc follow everi eth tick 24 7 cannot fathom algo program control even baffl one els mention,0.0,Neutral
1427756123868876800,"#Crypto swing trade #4 #Cardano in depth update #doge toms pick for the day

#XRP #xrpripple #XRPCommunity #xrptothemoon #Dogecoinarmy #ada #dogecoin #cryptocurrencynews #cryptotab #BTC #bitcoin #bitcoinnews #cryptocrash #vechain #ziliqua #XDC

https://t.co/IB4sxtNV13",0,2,155,,crypto swing trade 4 cardano depth updat doge tom pick day xrp xrprippl xrpcommun xrptothemoon dogecoinarmi ada dogecoin cryptocurrencynew cryptotab btc bitcoin bitcoinnew cryptocrash vechain ziliqua xdc http co ib4sxtnv13,0.0,Neutral
1427756084127801360,Bitcoin down to $ 44k range. -3.3% change in 24h.  #bitcoin #btc,0,0,39,,bitcoin 44k rang 3 3 chang 24h bitcoin btc,0.0,Neutral
1427755942251270146,"#DATA: A QUICK SIGNAL

(HOLD FOR 5 MINS MAX):

To BE BOUGHT below 359

Target1: 360 Target2: 365 Target3: 371

The FUD of others is ur best friend!

#加密货币 #吴忌寒 #比特大陆 #btc #crypto

To Join the party in PREMIUM SIGNALS channel, PM ME!",0,1,2633,,data quick signal hold 5 min max bought 359 target1 360 target2 365 target3 371 fud other ur best friend 加密货币 吴忌寒 比特大陆 btc crypto join parti premium signal channel pm,0.40277777777777773,Positive
1427755890791301128,"platinum in my after life, 
most lames ain't half as nice, 
It's New York dude Manhattan lights, 
#btc made me badder twice LOL",0,0,1031,,platinum life lame half nice new york dude manhattan light btc made badder twice lol,0.21161616161616162,Positive
1427755879470931972,#CBT TO THE MOON! GO VOTE!!!!!! #moonnation #safex #btc #bnb #safemoon #CBT #TheBullrunIsComing #Bullnation #cryptobullstoken #cryptobulls #money #investment #trading #bitcoin  #crypto https://t.co/UZAvvwP8c2,7,10,2365,,cbt moon go vote moonnat safex btc bnb safemoon cbt thebullruniscom bullnat cryptobullstoken cryptobul money invest trade bitcoin crypto http co uzavvwp8c2,0.0,Neutral
1427755877730340866,Follow us and gain 10 USD of #free #BTC https://t.co/8A9NCeyvwS https://t.co/l3ZiV6MEd5,0,0,16850,,follow u gain 10 usd free btc http co 8a9nceyvw http co l3ziv6med5,0.4,Positive
1427755773015203843,"Retail Sales Decreased 1.1% in July #Bitcoin #Btc #Cryptocurrency #Finance #Forex #Markets #Money

Read: https://t.co/Yj1qydLISe https://t.co/ft0uBHoQsp",0,0,1460,,retail sale decreas 1 1 juli bitcoin btc cryptocurr financ forex market money read http co yj1qydlis http co ft0ubhoqsp,0.0,Neutral
1427755734490656769,@cokitahelada I'm always vigilant😂😁 #btc #eth #cake #bnb,0,2,21,,cokitahelada alway vigil btc eth cake bnb,0.0,Neutral
1427755732783480838,Every #btc chart prediction is different 😂  nobody knows what’s going on,0,0,1038,,everi btc chart predict differ nobodi know go,0.0,Neutral
1427755658078793732,"I shared this analysis 1 week ago
#bitcoin #btc https://t.co/EMCBlBM0TW",0,1,26,,share analysi 1 week ago bitcoin btc http co emcblbm0tw,0.0,Neutral
1427755642941415426,"Unique, modern, win-win trading strategies,
developed directly by the traders of the company

https://t.co/DpJaSzjxB0 

#btc #eth
#Dogecoin",0,0,1073,,uniqu modern win win trade strategi develop direct trader compani http co dpjaszjxb0 btc eth dogecoin,0.47500000000000003,Positive
1427755622741815301,"🤑 The #bidcoin platform is a #revolutionary way to get #cryptocurrencies at amazing #deals, such as #bitcoin #ethereum #monero #litecoin #Zcash #dash #btc #eth #xmr #ltc #zec - #cryptoeasy and #fun on 👉🏼https://t.co/dAfxkvseq4👈🏼 your #doubleok https://t.co/OwRCxZhSDd",0,0,41,,bidcoin platform revolutionari way get cryptocurr amaz deal bitcoin ethereum monero litecoin zcash dash btc eth xmr ltc zec cryptoeasi fun http co dafxkvseq4 doubleok http co owrcxzhsdd,0.3,Positive
1427755582077865984,"@RedBatToken Good project

@Mdnurjaman9
@MdHridoy8i
@AkterShoweb

#BSCGem #BSC #Binance #BinanceSmartChain #Bitcoin #BTC #BAT #Bitcoin2021 #PancakeSwap #Crypto #cryptocurrency #Airdrops #Airdrop #presale #ICO",0,0,91,,redbattoken good project mdnurjaman9 mdhridoy8i aktershoweb bscgem bsc binanc binancesmartchain bitcoin btc bat bitcoin2021 pancakeswap crypto cryptocurr airdrop airdrop presal ico,0.7,Positive
1427755453208014849,"SIGNAL #DATA #DATAUSDT :

▶ Buy now At or Under 0.16052

✅Target1= 0.16157

✅Target2= 0.16391

✅Target3= 0.1663

⛔ Stop Loss= 0.15745

⚠ Impressive

Buy the dip with brain, not #FOMO 🚀

#SPOT #BTC #Crypto

Get your VIP SIGNALS channel membership, PM ME!",0,1,6589,,signal data datausdt buy 0 16052 target1 0 16157 target2 0 16391 target3 0 1663 stop loss 0 15745 impress buy dip brain fomo spot btc crypto get vip signal channel membership pm,0.0,Neutral
1427755441145196547,What will you guys be buying once #btc reaches ~43k?,0,0,126,,guy buy btc reach 43k,0.0,Neutral
1427755432601292803,Hearing a lot of pump and dump talk. Sounds like a strange bedroom bathroom scenario but I’m game #wannapump #dowepumpfirst #dumpslikeatruck #btc #NFTCommunity #NFTGiveaway,0,0,11,,hear lot pump dump talk sound like strang bedroom bathroom scenario game wannapump dowepumpfirst dumpslikeatruck btc nftcommun nftgiveaway,0.0,Neutral
1427755343581519874,@JackPosobiec The corrupted Afghan billioners has exchanged 400B of #dollars to #btc in Iran borders these weeks.🤔,0,0,1349,,jackposobiec corrupt afghan billion exchang 400b dollar btc iran border week,-0.5,Negative
1427755253580058624,"Oh no! BTC on a discount... what ever should I do??

#BTC #Bitcoin #Crypto #cryptocurrency",0,0,17,,oh btc discount ever btc bitcoin crypto cryptocurr,0.0,Neutral
1427755245136859139,"@Antonio59166049 @Davincij15 But you will still gain WAY MORE growth (profit) even with just $10 in #BTC than you will w/ your traditional bank. Most people can’t throw in a $1K or even do $500. However, those who have $10, $20 or $100 &amp; know the Value of blockchain/Bitcoin, understands this it is PROPERTY.",0,0,128,,antonio59166049 davincij15 still gain way growth profit even 10 btc w tradit bank peopl throw 1k even 500 howev 10 20 100 amp know valu blockchain bitcoin understand properti,0.0,Neutral
1427755230066790401,#BTC is now at $44691.22,0,0,7,,btc 44691 22,0.0,Neutral
1427755223259418628,"This is a nice project guys
@iamtolulawrence 
@Desire70017828 
@OneShadow8 
@CornDeFi 

#YieldFarming #Airdrop #PancakeSwap #BTC #Binance #BNB #BSC #cryptocurrency #DeFi https://t.co/ytt7quFsPq",0,1,290,,nice project guy iamtolulawr desire70017828 oneshadow8 corndefi yieldfarm airdrop pancakeswap btc binanc bnb bsc cryptocurr defi http co ytt7qufspq,0.6,Positive
1427755209187418117,"Ask yourself, as #Bitcoin moves bullish, which coins follow? 

Many alt-coins fall by the wayside for a variety of reasons, but for some, the inability to keep up with the pace of #BTC is what leads to the downfall. 

#XRP #LTC #LINK #ETH #ADA all move as one.",1,2,134,,ask bitcoin move bullish coin follow mani alt coin fall waysid varieti reason inabl keep pace btc lead downfal xrp ltc link eth ada move one,0.0,Neutral
1427755052115038221,"I’d love to see a messaging app built on BSV

Something like Signal or Telegram only better

#BSV #Bitcoin #BTC #Telegram #Signal https://t.co/EWe0euHIvd",0,0,5426,,love see messag app built bsv someth like signal telegram better bsv bitcoin btc telegram signal http co ewe0euhivd,0.5,Positive
1427755020846518273,"In case you are wondering...

$btc #Bitcoin #BTC 

https://t.co/UYsvyeawfJ",0,1,9,,case wonder btc bitcoin btc http co uysvyeawfj,0.0,Neutral
1427755005218525185,"🏈 Florida State football players offered NIL deal from crypto company $YUMMY 😋
#crypto #btc #memecoin #yummycrypto https://t.co/zjq3kibruu",2,4,31,,florida state footbal player offer nil deal crypto compani yummi crypto btc memecoin yummycrypto http co zjq3kibruu,0.0,Neutral
1427754966584893441,"Where does an Eskimo keep his Bitcoin? 

#crypto #blockchain #bitcoin #btc #eth #tech #innovation #future #iot #memesdaily #memes #fintech #digital #defi #nft 

Buy Bitcoin &amp; altcoin dips on KuCoin https://t.co/pK7r7Q0XAo https://t.co/HVi2MuCgXa",1,2,2616,,eskimo keep bitcoin crypto blockchain bitcoin btc eth tech innov futur iot memesdaili meme fintech digit defi nft buy bitcoin amp altcoin dip kucoin http co pk7r7q0xao http co hvi2mucgxa,0.0,Neutral
1427754948658348037,🚨Was this nothing but a fake out?🚨 $BTC #BTC #Bitcoin https://t.co/vgsS9z4lEt,0,6,551,,noth fake btc btc bitcoin http co vgss9z4let,-0.5,Negative
